tenure_days,team_size,monthly_spend_usd,logins_per_month,features_used,support_tickets_last_90d,days_since_last_login,nps_score,churned,nps_missing,tenure_months,is_annual_contract,engagement_score,spend_per_feature,tickets_per_month,login_bucket,recency_ratio,plan_rank,acquisition_channel_email,acquisition_channel_organic,acquisition_channel_paid search,acquisition_channel_referral,acquisition_channel_social,industry_education,industry_finance,industry_healthcare,industry_other,industry_retail,industry_saas,industry_unknown,support_tier_dedicated,support_tier_email,support_tier_priority,nps_bucket_detractor,nps_bucket_passive,nps_bucket_promoter
1379,1.0,0.0,1,6,2,23,8.0,0,0,46.0,1,26.67,0.0,0.667,0,0.0167,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1288,25.0,82.85,8,15,1,7,5.0,0,0,42.9,1,45.83,5.18,0.333,1,0.0054,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1290,5.0,31.78,20,13,0,0,5.0,0,0,43.0,0,62.83,2.27,0.0,2,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
514,2.0,113.36,4,7,1,1,9.0,0,0,17.1,1,35.17,14.17,0.333,1,0.0019,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
372,2.0,0.0,4,11,1,20,4.0,0,0,12.4,0,31.17,0.0,0.333,1,0.0536,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
610,50.0,96.76,6,10,0,16,8.0,0,0,20.3,0,41.0,8.8,0.0,1,0.0262,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
57,25.0,535.01,1,1,3,25,6.0,0,0,1.9,0,15.17,267.5,1.0,0,0.431,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
914,1.0,0.0,3,7,2,1,7.0,0,0,30.5,1,29.5,0.0,0.667,1,0.0011,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1044,2.0,641.04,5,18,1,17,7.0,0,0,34.8,0,49.33,33.74,0.333,1,0.0163,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
193,10.0,33.63,5,3,1,12,9.0,0,0,6.4,0,30.83,8.41,0.333,1,0.0619,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1135,5.0,90.72,3,9,0,3,2.0,0,0,37.8,1,22.5,9.07,0.0,1,0.0026,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
55,5.0,82.54,9,5,0,43,7.0,0,0,1.8,1,36.5,13.76,0.0,2,0.7679,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1444,100.0,29.75,9,13,1,10,9.0,0,0,48.1,1,52.5,2.12,0.333,2,0.0069,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
45,5.0,127.01,7,16,2,28,10.0,0,0,1.5,1,55.67,7.47,0.667,1,0.6087,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1398,50.0,81.57,16,16,1,23,7.0,0,0,46.6,1,64.67,4.8,0.333,2,0.0164,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
160,5.0,33.14,12,12,2,4,7.0,0,0,5.3,1,52.0,2.55,0.667,2,0.0248,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
691,1.0,34.8,10,18,0,9,7.0,0,0,23.0,1,57.67,1.83,0.0,2,0.013,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
12,25.0,100.94,9,11,0,6,7.0,0,0,0.4,0,45.5,8.41,0.0,2,0.4615,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1354,5.0,98.05,5,17,0,14,7.0,0,0,45.1,0,47.83,5.45,0.0,1,0.0103,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
653,2.0,89.1,9,7,2,10,6.0,0,0,21.8,0,37.5,11.14,0.667,2,0.0153,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
46,2.0,113.76,6,15,2,18,0.0,0,0,1.5,0,32.5,7.11,0.667,1,0.383,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
698,10.0,23.61,13,6,0,0,6.0,0,0,23.3,1,42.67,3.37,0.0,2,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
543,10.0,91.85,8,6,0,13,8.0,0,0,18.1,1,38.33,13.12,0.0,1,0.0239,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
446,100.0,0.0,17,18,2,4,8.0,1,0,14.9,0,71.33,0.0,0.667,2,0.0089,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
798,50.0,30.8,3,19,0,3,0.0,0,0,26.6,1,33.5,1.54,0.0,1,0.0038,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
545,2.0,0.0,2,19,2,19,9.0,1,0,18.2,1,49.83,0.0,0.667,0,0.0348,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
608,5.0,30.45,5,2,0,1,7.0,0,0,20.3,1,25.33,10.15,0.0,1,0.0016,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
146,1.0,26.46,4,3,2,3,7.0,0,0,4.9,1,25.17,6.62,0.667,1,0.0204,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1395,1.0,26.43,11,14,1,2,7.0,0,0,46.5,0,53.33,1.76,0.333,2,0.0014,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1051,1.0,119.55,9,4,1,6,7.0,0,0,35.0,1,35.0,23.91,0.333,2,0.0057,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
74,10.0,37.92,8,17,1,4,8.0,0,0,2.5,0,54.83,2.11,0.333,1,0.0533,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
162,1.0,29.07,9,6,0,15,7.0,0,0,5.4,1,38.0,4.15,0.0,2,0.092,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
796,5.0,0.0,4,19,1,14,8.0,0,0,26.5,1,51.17,0.0,0.333,1,0.0176,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
556,2.0,24.36,5,9,1,4,7.0,0,0,18.5,1,35.83,2.44,0.333,1,0.0072,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1057,2.0,0.0,5,4,1,6,7.0,0,0,35.2,0,28.33,0.0,0.333,1,0.0057,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1187,100.0,0.0,11,7,1,2,7.0,0,0,39.6,0,42.83,0.0,0.333,2,0.0017,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
785,500.0,77.61,18,4,2,13,6.0,0,0,26.2,0,48.0,15.52,0.667,2,0.0165,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
946,10.0,104.91,10,11,2,6,4.0,1,0,31.5,1,41.17,8.74,0.667,2,0.0063,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
609,10.0,111.44,11,2,2,1,7.0,0,0,20.3,0,35.33,37.15,0.667,2,0.0016,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1348,10.0,33.79,22,10,1,1,7.0,0,0,44.9,0,65.67,3.07,0.333,3,0.0007,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
39,25.0,38.04,12,6,1,4,9.0,0,0,1.3,1,47.0,5.43,0.333,2,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
22,25.0,93.55,3,8,1,16,7.0,0,0,0.7,0,31.0,10.39,0.333,1,0.6957,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
442,1.0,23.72,5,15,1,0,7.0,0,0,14.7,1,44.83,1.48,0.333,1,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
679,2.0,27.72,4,13,1,3,10.0,0,0,22.6,0,46.17,1.98,0.333,1,0.0044,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1010,5.0,0.0,10,2,1,2,10.0,0,0,33.7,0,39.67,0.0,0.333,2,0.002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
273,5.0,39.34,3,1,0,37,5.0,0,0,9.1,0,16.5,19.67,0.0,1,0.135,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
462,2.0,22.01,3,15,2,14,9.0,0,0,15.4,1,45.5,1.38,0.667,1,0.0302,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1224,25.0,35.01,13,7,0,3,6.0,0,0,40.8,1,44.17,4.38,0.0,2,0.0024,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
132,5.0,29.9,0,18,0,2,1.0,0,0,4.4,0,29.0,1.57,0.0,0,0.015,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
261,1.0,33.19,7,10,2,23,7.0,0,0,8.7,1,40.67,3.02,0.667,1,0.0878,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
75,2.0,95.75,5,15,1,2,10.0,0,0,2.5,1,50.83,5.98,0.333,1,0.0263,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
402,10.0,84.91,6,5,0,69,7.0,0,0,13.4,0,31.5,14.15,0.0,1,0.1712,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
566,1.0,118.99,7,11,3,3,3.0,0,0,18.9,1,34.17,9.92,1.0,1,0.0053,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
851,5.0,112.93,10,8,1,1,8.0,0,0,28.4,0,44.67,12.55,0.333,2,0.0012,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
100,25.0,554.92,11,8,1,14,9.0,0,0,3.3,0,48.33,61.66,0.333,2,0.1386,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
197,5.0,0.0,7,6,3,11,6.0,1,0,6.6,1,32.67,0.0,1.0,1,0.0556,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1395,50.0,0.0,3,15,1,103,7.0,0,0,46.5,0,41.5,0.0,0.333,1,0.0738,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1423,25.0,0.0,13,15,2,19,7.0,1,0,47.4,1,58.17,0.0,0.667,2,0.0133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
912,50.0,73.59,8,5,2,6,4.0,1,0,30.4,0,28.83,12.26,0.667,1,0.0066,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
278,1.0,114.1,7,13,3,13,8.0,0,0,9.3,1,47.17,8.15,1.0,1,0.0466,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20,1.0,0.0,3,14,0,20,7.0,0,0,0.7,0,40.0,0.0,0.0,1,0.9524,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1242,2.0,440.04,8,11,1,8,6.0,0,0,41.4,1,41.83,36.67,0.333,1,0.0064,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
594,5.0,0.0,3,12,2,3,7.0,1,0,19.8,0,37.0,0.0,0.667,1,0.005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
905,5.0,576.34,5,1,1,2,8.0,0,0,30.2,1,25.83,288.17,0.333,1,0.0022,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45,25.0,24.91,7,3,0,4,7.0,0,0,1.5,0,30.17,6.23,0.0,1,0.087,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
232,100.0,0.0,2,8,0,22,6.0,0,0,7.7,1,27.33,0.0,0.0,0,0.0944,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
238,50.0,26.94,9,12,5,5,7.0,0,0,7.9,1,47.0,2.07,1.667,2,0.0209,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
777,5.0,25.31,7,15,2,4,3.0,1,0,25.9,1,40.17,1.58,0.667,1,0.0051,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
856,10.0,20.86,8,3,1,19,9.0,0,0,28.5,0,35.83,5.22,0.333,1,0.0222,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1062,2.0,39.11,5,8,3,0,7.0,0,0,35.4,1,34.33,4.35,1.0,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1379,5.0,120.25,8,19,0,10,6.0,0,0,46.0,0,53.83,6.01,0.0,1,0.0072,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
199,50.0,25.1,14,6,1,24,7.0,0,0,6.6,1,46.33,3.59,0.333,2,0.12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
275,1.0,30.36,6,18,1,6,3.0,0,0,9.2,1,43.0,1.6,0.333,1,0.0217,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,5.0,103.62,4,11,1,3,10.0,0,0,0.1,1,43.17,8.64,0.333,1,1.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6,50.0,89.99,18,12,0,8,7.0,0,0,0.2,1,62.0,6.92,0.0,2,1.1429,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
651,1.0,24.91,12,2,1,15,8.0,0,0,21.7,0,39.0,8.3,0.333,2,0.023,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
339,500.0,34.46,4,5,1,8,2.0,0,0,11.3,1,18.17,5.74,0.333,1,0.0235,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
82,1.0,0.0,4,4,2,0,8.0,0,0,2.7,0,28.67,0.0,0.667,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
221,50.0,0.0,7,9,3,0,10.0,0,0,7.4,0,45.17,0.0,1.0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1100,5.0,106.41,15,13,3,15,5.0,0,0,36.7,0,54.5,7.6,1.0,2,0.0136,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
804,1.0,0.0,6,13,3,6,7.0,0,0,26.8,1,43.5,0.0,1.0,1,0.0075,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1273,1.0,41.94,11,15,0,18,10.0,0,0,42.4,1,60.83,2.62,0.0,2,0.0141,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
69,10.0,97.62,2,2,0,12,8.0,1,0,2.3,0,22.33,32.54,0.0,0,0.1714,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
576,50.0,0.0,5,13,1,10,1.0,1,0,19.2,1,29.83,0.0,0.333,1,0.0173,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1128,10.0,26.95,7,7,0,27,7.0,0,0,37.6,0,36.17,3.37,0.0,1,0.0239,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
481,50.0,32.92,7,17,0,0,2.0,0,0,16.0,0,41.17,1.83,0.0,1,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
559,25.0,414.62,10,8,1,2,9.0,0,0,18.6,0,46.67,46.07,0.333,2,0.0036,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
939,1.0,22.69,3,18,3,11,8.0,0,0,31.3,1,48.0,1.19,1.0,1,0.0117,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1296,10.0,80.86,3,15,1,0,10.0,0,0,43.2,1,47.5,5.05,0.333,1,0.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
481,2.0,29.39,5,15,0,12,0.0,0,0,16.0,0,30.83,1.84,0.0,1,0.0249,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
702,5.0,0.0,11,5,2,49,6.0,1,0,23.4,0,37.83,0.0,0.667,2,0.0697,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
334,1.0,101.79,6,2,0,25,7.0,0,0,11.1,0,27.0,33.93,0.0,1,0.0746,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
702,2.0,656.35,4,16,2,10,6.0,0,0,23.4,1,42.67,38.61,0.667,1,0.0142,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
217,10.0,114.28,7,5,2,26,3.0,0,0,7.2,0,25.17,19.05,0.667,1,0.1193,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
656,2.0,90.09,12,6,0,1,5.0,0,0,21.9,1,39.0,12.87,0.0,2,0.0015,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
643,10.0,89.76,2,12,0,7,9.0,0,0,21.4,1,39.33,6.9,0.0,0,0.0109,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
182,50.0,0.0,5,5,1,6,3.0,1,0,6.1,0,21.83,0.0,0.333,1,0.0328,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
872,1.0,0.0,12,8,2,4,7.0,0,0,29.1,1,46.0,0.0,0.667,2,0.0046,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1266,25.0,120.73,9,11,0,0,10.0,0,0,42.2,0,51.5,10.06,0.0,2,0.0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1419,5.0,33.55,5,14,1,26,10.0,0,0,47.3,1,49.33,2.24,0.333,1,0.0183,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
359,1.0,95.38,14,17,2,18,5.0,0,0,12.0,0,58.83,5.3,0.667,2,0.05,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
556,25.0,447.66,8,10,1,12,10.0,0,0,18.5,1,48.33,40.7,0.333,1,0.0215,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
434,2.0,21.52,10,2,1,1,5.0,0,0,14.5,1,29.67,7.17,0.333,2,0.0023,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1151,2.0,0.0,3,3,2,5,6.0,0,0,38.4,1,21.5,0.0,0.667,1,0.0043,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1262,1.0,81.14,10,13,1,30,7.0,0,0,42.1,1,50.17,5.8,0.333,2,0.0238,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1440,5.0,28.15,6,17,1,11,9.0,0,0,48.0,1,53.5,1.56,0.333,1,0.0076,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
950,5.0,85.06,8,3,2,11,9.0,0,0,31.7,0,35.83,21.26,0.667,1,0.0116,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
600,2.0,32.79,3,10,1,29,9.0,0,0,20.0,0,38.0,2.98,0.333,1,0.0483,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
889,5.0,93.8,6,8,2,9,5.0,0,0,29.6,0,32.0,10.42,0.667,1,0.0101,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
823,25.0,0.0,5,4,1,10,7.0,0,0,27.4,1,28.33,0.0,0.333,1,0.0121,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
141,50.0,95.68,7,13,2,5,6.0,0,0,4.7,1,43.17,6.83,0.667,1,0.0352,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
953,5.0,27.44,6,7,1,5,7.0,0,0,31.8,1,34.5,3.43,0.333,1,0.0052,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
711,2.0,33.29,3,7,2,13,7.0,0,0,23.7,1,29.5,4.16,0.667,1,0.0183,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
317,1.0,0.0,4,16,2,4,5.0,0,0,10.6,1,40.67,0.0,0.667,1,0.0126,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
883,50.0,69.79,6,5,1,9,9.0,0,0,29.4,1,35.5,11.63,0.333,1,0.0102,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
553,1.0,113.68,11,17,3,3,7.0,0,0,18.4,1,57.83,6.32,1.0,2,0.0054,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
202,5.0,0.0,12,10,0,2,8.0,1,0,6.7,1,51.0,0.0,0.0,2,0.0099,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
75,5.0,0.0,17,4,0,7,7.0,0,0,2.5,0,48.33,0.0,0.0,2,0.0921,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1247,25.0,0.0,10,14,1,2,8.0,1,0,41.6,1,53.67,0.0,0.333,2,0.0016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
109,5.0,99.43,10,5,1,27,8.0,0,0,3.6,1,40.17,16.57,0.333,2,0.2455,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
743,1.0,96.22,2,2,3,4,7.0,0,0,24.8,1,20.33,32.07,1.0,0,0.0054,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1084,5.0,35.17,5,14,1,10,4.0,1,0,36.1,1,37.33,2.34,0.333,1,0.0092,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
791,10.0,0.0,6,18,0,3,6.0,0,0,26.4,1,49.0,0.0,0.0,1,0.0038,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,10.0,29.94,6,11,2,3,10.0,0,0,1.0,0,46.5,2.5,0.667,1,0.0938,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
742,5.0,25.72,9,16,0,5,10.0,0,0,24.7,0,59.0,1.51,0.0,2,0.0067,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
982,25.0,27.7,7,18,0,29,7.0,0,0,32.7,0,52.67,1.46,0.0,1,0.0295,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
537,5.0,424.74,4,16,2,5,3.0,0,0,17.9,0,36.67,24.98,0.667,1,0.0093,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1111,5.0,0.0,10,4,2,20,9.0,0,0,37.0,0,40.67,0.0,0.667,2,0.018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1351,5.0,113.36,5,1,1,2,7.0,0,0,45.0,1,23.83,56.68,0.333,1,0.0015,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1273,5.0,31.7,5,14,1,0,8.0,0,0,42.4,1,45.33,2.11,0.333,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1275,2.0,30.12,2,12,1,18,7.0,0,0,42.5,1,35.33,2.32,0.333,0,0.0141,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1240,1.0,98.88,13,10,0,9,4.0,0,0,41.3,0,44.67,8.99,0.0,2,0.0073,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1259,5.0,93.18,12,19,1,8,0.0,0,0,42.0,1,48.5,4.66,0.333,2,0.0063,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
526,5.0,518.6,8,4,2,3,7.0,0,0,17.5,1,33.33,103.72,0.667,1,0.0057,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1196,25.0,0.0,3,3,1,0,3.0,1,0,39.9,1,15.5,0.0,0.333,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
957,1.0,0.0,3,4,2,7,4.0,0,0,31.9,0,19.0,0.0,0.667,1,0.0073,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
152,50.0,91.25,5,15,0,24,7.0,0,0,5.1,1,44.83,5.7,0.0,1,0.1569,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
770,2.0,30.09,9,11,1,1,6.0,0,0,25.7,0,43.5,2.51,0.333,2,0.0013,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
487,5.0,31.38,11,16,1,31,5.0,0,0,16.2,1,52.33,1.85,0.333,2,0.0635,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1210,1.0,0.0,9,4,3,3,3.0,0,0,40.3,0,27.0,0.0,1.0,2,0.0025,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1181,10.0,0.0,14,6,0,9,10.0,0,0,39.4,1,52.33,0.0,0.0,2,0.0076,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1402,10.0,78.63,2,8,0,0,3.0,0,0,46.7,0,21.33,8.74,0.0,0,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1215,50.0,0.0,8,13,3,6,6.0,0,0,40.5,1,44.83,0.0,1.0,1,0.0049,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1055,2.0,34.97,6,4,0,1,7.0,0,0,35.2,1,30.0,6.99,0.0,1,0.0009,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1203,2.0,0.0,7,5,0,0,7.0,0,0,40.1,0,33.17,0.0,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1332,10.0,26.51,9,10,0,40,6.0,0,0,44.4,1,42.0,2.41,0.0,2,0.03,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1285,10.0,0.0,3,5,3,15,7.0,0,0,42.8,0,26.5,0.0,1.0,1,0.0117,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
789,100.0,24.99,4,12,1,15,0.0,0,0,26.3,1,24.67,1.92,0.333,1,0.019,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1160,2.0,0.0,4,1,2,1,7.0,0,0,38.7,0,22.17,0.0,0.667,1,0.0009,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
930,10.0,98.32,6,10,2,31,7.0,0,0,31.0,1,39.0,8.94,0.667,1,0.0333,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
727,1.0,0.0,5,5,0,7,6.0,0,0,24.2,1,27.83,0.0,0.0,1,0.0096,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
454,5.0,31.14,11,19,1,22,3.0,0,0,15.1,0,52.83,1.56,0.333,2,0.0484,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1404,1.0,96.85,0,19,0,0,6.0,0,0,46.8,0,40.5,4.84,0.0,0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
294,10.0,96.52,6,12,1,4,7.0,0,0,9.8,1,42.0,7.42,0.333,1,0.0136,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
